iter	Passed	Remaining
272	5597	14906
273	5617	14883
274	5637	14862
275	5658	14842
276	5679	14822
277	5700	14805
278	5721	14784
279	5741	14763
280	5760	14740
281	5781	14721
282	5802	14701
283	5824	14683
284	5844	14663
285	5866	14645
286	5886	14625
287	5907	14604
288	5927	14582
289	5947	14560
290	5966	14536
291	5986	14515
292	6008	14497
293	6027	14474
294	6046	14449
295	6066	14429
296	6087	14410
297	6108	14389
298	6128	14368
299	6149	14349
300	6170	14328
301	6191	14309
302	6212	14291
303	6233	14270
304	6254	14251
305	6274	14230
306	6295	14210
307	6315	14188
308	6335	14167
309	6355	14145
310	6376	14126
311	6396	14105
312	6418	14087
313	6441	14072
314	6461	14052
315	6483	14032
316	6503	14012
317	6525	13995
318	6546	13974
319	6566	13953
320	6587	13933
321	6607	13913
322	6629	13894
323	6652	13879
324	6672	13858
325	6695	13842
326	6715	13821
327	6736	13800
328	6755	13778
329	6775	13756
330	6796	13736
331	6816	13714
332	6836	13692
333	6856	13671
334	6877	13651
335	6896	13629
336	6917	13609
337	6946	13604
338	6965	13582
339	6986	13562
340	7006	13540
341	7027	13520
342	7047	13499
343	7067	13477
344	7087	13456
345	7108	13436
346	7128	13415
347	7150	13396
348	7170	13375
349	7192	13358
350	7212	13336
351	7232	13314
352	7253	13294
353	7273	13273
354	7294	13253
355	7315	13232
356	7334	13210
357	7354	13188
358	7374	13166
359	7394	13146
360	7415	13125
361	7437	13107
362	7457	13087
363	7477	13065
364	7499	13046
365	7519	13026
366	7540	13006
367	7561	12986
368	7583	12967
369	7604	12947
370	7632	12941
371	7654	12921
372	7675	12901
373	7696	12882
374	7716	12861
375	7736	12839
376	7758	12821
377	7780	12802
378	7801	12782
379	7821	12760
380	7840	12738
381	7861	12718
382	7882	12698
383	7903	12678
384	7924	12658
385	7944	12637
386	7967	12619
387	7986	12597
388	8009	12580
389	8030	12560
390	8050	12539
391	8070	12518
392	8092	12498
393	8112	12476
394	8131	12453
395	8150	12432
396	8173	12414
397	8200	12403
398	8228	12394
399	8251	12377
400	8271	12355
401	8291	12334
402	8311	12312
403	8331	12291
404	8351	12269
405	8371	12248
406	8392	12227
407	8413	12207
408	8433	12186
409	8454	12166
410	8475	12146
411	8496	12125
412	8517	12105
413	8536	12083
414	8558	12063
415	8579	12043
416	8598	12021
417	8620	12002
418	8641	11982
419	8662	11962
420	8684	11943
421	8704	11922
422	8735	11916
423	8758	11898
424	8781	11880
425	8801	11858
426	8820	11836
427	8843	11819
428	8864	11798
429	8885	11778
430	8905	11757
431	8926	11736
432	8948	11717
433	8969	11697
434	8990	11677
435	9011	11656
436	9038	11644
437	9066	11632
438	9087	11613
439	9107	11591
440	9129	11571
441	9153	11555
442	9173	11534
443	9194	11513
444	9215	11493
445	9236	11472
446	9257	11452
447	9278	11432
448	9299	11412
449	9319	11390
450	9339	11368
451	9358	11345
452	9378	11324
453	9399	11303
454	9419	11283
455	9439	11261
456	9460	11240
457	9480	11219
458	9501	11198
459	9521	11177
460	9541	11156
461	9561	11133
462	9580	11111
463	9599	11089
464	9618	11066
465	9638	11045
466	9660	11025
467	9681	11005
468	9703	10985
469	9723	10965
470	9746	10946
471	9767	10926
472	9788	10906
473	9809	10885
474	9829	10864
475	9851	10844
476	9873	10825
477	9905	10817
478	9928	10799
479	9949	10778
480	9970	10758
481	9991	10737
482	10012	10717
483	10032	10695
484	10052	10674
485	10074	10655
486	10093	10632
487	10114	10612
488	10136	10592
489	10157	10572
490	10178	10551
491	10198	10530
492	10219	10509
493	10239	10488
494	10264	10471
495	10285	10451
496	10306	10430
497	10325	10408
498	10346	10387
499	10366	10366
500	10387	10345
501	10407	10324
502	10427	10303
503	10448	10282
504	10469	10262
505	10489	10240
506	10509	10219
507	10529	10197
508	10549	10176
509	10569	10155
510	10590	10134
511	10611	10113
512	10634	10095
513	10654	10073
514	10675	10054
515	10695	10032
516	10715	10011
517	10735	9988
518	10754	9967
519	10775	9946
520	10795	9925
521	10815	9903
522	10834	9881
523	10854	9859
524	10873	9838
525	10893	9816
526	10912	9794
527	10932	9772
528	10952	9751
529	10973	9730
530	10992	9709
531	11018	9692
532	11038	9671
533	11059	9650
534	11079	9630
535	11100	9609
536	11121	9588
537	11141	9567
538	11161	9546
539	11182	9525
540	11202	9504
541	11230	9489
542	11249	9467
543	11269	9446
544	11289	9424
545	11309	9403
546	11329	9382
547	11350	9362
548	11370	9341
549	11390	9319
550	11410	9298
551	11434	9280
552	11456	9260
553	11476	9239
554	11495	9217
555	11517	9197
556	11538	9176
557	11558	9155
558	11580	9136
559	11601	9115
560	11621	9093
561	11641	9072
562	11662	9052
563	11684	9032
564	11704	9011
565	11725	8991
566	11745	8969
567	11767	8949
568	11788	8929
569	11812	8911
570	11834	8891
571	11859	8874
572	11886	8857
573	11907	8837
574	11929	8817
575	11949	8796
576	11970	8775
577	11990	8754
578	12011	8733
579	12031	8712
580	12052	8691
581	12073	8671
582	12095	8651
583	12120	8633
584	12145	8616
585	12166	8595
586	12188	8575
587	12209	8554
588	12230	8534
589	12250	8512
590	12270	8491
591	12291	8471
592	12313	8451
593	12333	8429
594	12353	8408
595	12374	8388
596	12395	8367
597	12416	8346
598	12436	8325
599	12456	8304
600	12476	8283
601	12496	8261
602	12517	8241
603	12537	8219
604	12557	8198
605	12577	8177
606	12598	8156
607	12618	8135
608	12638	8114
609	12658	8093
610	12681	8073
611	12702	8053
612	12725	8033
613	12747	8013
614	12773	7996
615	12794	7975
616	12814	7954
617	12834	7933
618	12853	7911
619	12872	7889
620	12892	7868
621	12917	7850
622	12938	7829
623	12960	7809
624	12980	7788
625	13002	7768
626	13020	7746
627	13041	7725
628	13060	7703
629	13079	7681
630	13100	7660
631	13119	7639
632	13140	7618
633	13164	7599
634	13183	7578
635	13204	7557
636	13227	7537
637	13248	7516
638	13268	7495
639	13288	7474
640	13307	7453
641	13328	7432
642	13347	7410
643	13369	7390
644	13389	7369
645	13416	7351
646	13441	7333
647	13465	7314
648	13491	7296
649	13516	7278
650	13552	7265
651	13584	7250
652	13610	7232
653	13637	7215
654	13662	7196
655	13682	7175
656	13703	7154
657	13724	7133
658	13745	7112
659	13769	7093
660	13791	7072
661	13810	7051
662	13832	7031
663	13851	7009
664	13874	6989
665	13894	6968
666	13915	6947
667	13939	6928
668	13960	6907
669	13981	6886
670	14002	6865
671	14022	6844
672	14055	6829
673	14083	6811
674	14104	6790
675	14124	6769
676	14146	6749
677	14167	6728
678	14196	6711
679	14230	6696
680	14292	6695
681	14330	6682
682	14357	6663
683	14377	6642
684	14397	6620
685	14418	6599
686	14438	6578
687	14458	6556
688	14479	6535
689	14500	6514
690	14520	6493
691	14540	6471
692	14567	6453
693	14595	6435
694	14623	6417
695	14655	6401
696	14689	6385
697	14718	6368
698	14776	6363
699	14823	6352
700	14877	6345
701	14941	6342
702	14975	6326
703	15048	6327
704	15117	6325
705	15147	6308
706	15188	6294
707	15245	6287
708	15300	6280
709	15332	6262
710	15375	6249
711	15408	6232
712	15437	6213
713	15465	6194
714	15502	6179
715	15541	6164
716	15571	6145
717	15600	6127
718	15630	6108
719	15704	6107
720	15740	6091
721	15782	6076
722	15828	6064
723	15891	6058
724	15940	6046
725	15990	6034
726	16061	6031
727	16122	6023
728	16165	6009
729	16191	5988
730	16228	5971
731	16263	5954
732	16295	5935
733	16336	5920
734	16367	5901
735	16417	5889
736	16447	5869
737	16494	5855
738	16529	5837
739	16571	5822
740	16641	5816
741	16682	5800
742	16718	5782
743	16748	5762
744	16779	5743
745	16814	5724
746	16841	5703
747	16872	5684
748	16909	5666
749	16948	5649
750	16975	5628
751	17030	5616
752	17100	5609
753	17139	5591
754	17200	5581
755	17235	5562
756	17267	5542
757	17287	5519
758	17307	5495
759	17325	5471
760	17347	5448
761	17369	5425
762	17403	5405
763	17423	5382
764	17444	5358
765	17464	5334
766	17484	5311
767	17504	5287
768	17524	5264
769	17544	5240
770	17564	5216
771	17583	5193
772	17605	5170
773	17625	5146
774	17644	5122
775	17664	5099
776	17686	5075
777	17706	5052
778	17730	5030
779	17751	5006
780	17772	4983
781	17794	4960
782	17815	4937
783	17841	4915
784	17862	4892
785	17889	4870
786	17918	4849
787	17943	4827
788	17964	4804
789	18010	4787
790	18059	4771
791	18088	4750
792	18162	4741
793	18190	4719
794	18218	4697
795	18246	4676
796	18282	4656
797	18330	4640
798	18359	4618
799	18391	4597
800	18420	4576
801	18467	4559
802	18495	4537
803	18528	4516
804	18556	4495
805	18582	4472
806	18613	4451
807	18641	4429
808	18669	4407
809	18698	4386
810	18727	4364
811	18757	4342
812	18796	4323
813	18822	4301
814	18851	4279
815	18878	4256
816	18905	4234
817	18930	4211
818	18959	4190
819	18981	4166
820	19001	4142
821	19021	4119
822	19042	4095
823	19062	4071
824	19087	4048
825	19110	4025
826	19131	4002
827	19152	3978
828	19174	3955
829	19196	3931
830	19214	3907
831	19235	3884
832	19257	3860
833	19278	3837
834	19298	3813
835	19322	3790
836	19342	3766
837	19363	3743
838	19383	3719
839	19403	3695
840	19424	3672
841	19444	3648
842	19467	3625
843	19495	3603
844	19515	3579
845	19535	3556
846	19559	3533
847	19584	3510
848	19610	3487
849	19637	3465
850	19666	3443
851	19706	3423
852	19738	3401
853	19767	3379
854	19795	3357
855	19823	3334
856	19849	3312
857	19881	3290
858	19911	3268
859	19938	3245
860	19966	3223
861	19995	3201
862	20036	3180
863	20063	3158
864	20084	3134
865	20104	3110
866	20125	3087
867	20145	3063
868	20165	3039
869	20187	3016
870	20207	2992
871	20227	2969
872	20250	2945
873	20271	2922
874	20291	2898
875	20311	2875
876	20330	2851
877	20351	2827
878	20371	2804
879	20392	2780
880	20412	2757
881	20432	2733
882	20452	2710
883	20473	2686
884	20498	2663
885	20531	2641
886	20564	2619
887	20592	2597
888	20623	2575
889	20650	2552
890	20676	2529
891	20705	2506
892	20749	2486
893	20785	2464
894	20807	2441
895	20828	2417
896	20848	2393
897	20868	2370
898	20889	2346
899	20909	2323
900	20930	2299
901	20951	2276
902	20972	2252
903	20993	2229
904	21015	2206
905	21036	2182
906	21058	2159
907	21079	2135
908	21103	2112
909	21124	2089
910	21147	2066
911	21168	2042
912	21188	2019
913	21211	1995
914	21232	1972
915	21252	1948
916	21275	1925
917	21300	1902
918	21320	1879
919	21340	1855
920	21371	1833
921	21409	1811
922	21441	1788
923	21469	1765
924	21504	1743
925	21531	1720
926	21568	1698
927	21595	1675
928	21622	1652
929	21650	1629
930	21678	1606
931	21707	1583
932	21735	1560
933	21762	1537
934	21795	1515
935	21823	1492
936	21851	1469
937	21877	1446
938	21903	1422
939	21932	1399
940	21956	1376
941	21977	1353
942	21998	1329
943	22021	1306
944	22057	1283
945	22085	1260
946	22105	1237
947	22127	1213
948	22148	1190
949	22168	1166
950	22193	1143
951	22218	1120
952	22241	1096
953	22264	1073
954	22286	1050
955	22315	1027
956	22373	1005
957	22426	983
958	22474	960
959	22518	938
960	22539	914
961	22560	891
962	22576	867
963	22596	843
964	22615	820
965	22641	796
966	22660	773
967	22680	749
968	22700	726
969	22721	702
970	22742	679
971	22763	655
972	22783	632
973	22802	608
974	22822	585
975	22843	561
976	22863	538
977	22885	514
978	22912	491
979	22946	468
980	22970	444
981	22990	421
982	23011	397
983	23032	374
984	23053	351
985	23073	327
986	23093	304
987	23118	280
988	23138	257
989	23158	233
990	23178	210
991	23199	187
992	23221	163
993	23244	140
994	23264	116
995	23284	93
996	23303	70
997	23328	46
998	23351	23
999	23371	0
